"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","status"
"NFKBIA",3571.6709343776,-1.55774094436941,0.372365769767283,-4.18336235724071,2.87229021671024e-05,0.000129260383286424,"DOWN"
"SCLT1",476.868694187648,-1.82662385345492,0.436737495735228,-4.182429654637,2.88410269352874e-05,0.000129758889984151,"DOWN"
"UCHL1",7921.39921819572,-4.48549210827214,1.07256978794039,-4.18200489954638,2.88949741530323e-05,0.000129968474465092,"DOWN"
"SLC38A7",654.409975289988,1.65280682218121,0.395303440363229,4.18110912635244,2.90090589722987e-05,0.000130448379837216,"UP"
"C7orf44",1452.31420425849,-0.959320316017158,0.22945918821705,-4.1807884158891,2.9050008341921e-05,0.000130565991147162,"not_sig"
"SLC35B1",1292.08258468185,1.55336865525854,0.37154527847258,4.18083271477553,2.90443488451659e-05,0.000130565991147162,"UP"
"APOL4",14.8326596920294,-3.95921086797292,0.947208691653972,-4.1798717672866,2.9167352232716e-05,0.000131060022125111,"DOWN"
"PDP1",644.629910830064,2.2231085731189,0.53208628352982,4.17809787986069,2.93957155163516e-05,0.000132052527071419,"UP"
"RBP5",28.3643463431782,-2.88849992936214,0.691471960532158,-4.17732040376467,2.94963394766109e-05,0.000132470837598519,"DOWN"
"EXT1",1201.22560479807,2.19364587916261,0.525257896164427,4.17632156542757,2.96260935326708e-05,0.000133019728021277,"UP"
"AHNAK",19205.1077873707,3.08218041482975,0.738116389218954,4.17573767477402,2.97021948970982e-05,0.000133327502526395,"UP"
"GAA",2342.72423201203,2.48042614789693,0.594296116787268,4.17372094117992,2.99664774381009e-05,0.000134479615251076,"UP"
"LOC100506178",7.33036000943675,-5.92545123449573,1.42032105428024,-4.17190973592834,3.02057300703476e-05,0.000135518844875861,"DOWN"
"NME9",16.1049802234332,-2.72955588670651,0.654439479572121,-4.17083011020533,3.03492065206863e-05,0.000136127953008923,"DOWN"
"CHD5",201.17906140271,3.69571459743882,0.886225031876172,4.17017626958116,3.04364130685014e-05,0.000136484423439799,"UP"
"TMED9",5888.92295446104,1.19636519338972,0.286932510401163,4.16950031809596,3.05268189969972e-05,0.00013685505595555,"UP"
"DNASE2",1211.93858325836,1.14865518043021,0.27556586618266,4.16835073350055,3.06811578829987e-05,0.000137512045869712,"UP"
"KLHDC7A",386.758799393314,6.88761854103768,1.65280450153046,4.16723123313127,3.08321702458729e-05,0.000138153796608189,"UP"
"LYPD6",419.49599581731,5.18192895324387,1.24367384602328,4.16663015774865,3.09135420492945e-05,0.000138483253088845,"UP"
"SOX21",80.4042615771063,7.40982937543525,1.7785740938231,4.16616288360954,3.09769411830695e-05,0.00013873205071839,"UP"
"LOC100507178",57.9475241368216,-1.47688974221498,0.354546877045002,-4.16556973939308,3.10575961727459e-05,0.000139057983878479,"DOWN"
"GPATCH8",2706.19981423324,-0.732715801183648,0.175927261879287,-4.16487924245876,3.11517404296919e-05,0.00013944413354909,"not_sig"
"PRKG1",219.988033908543,4.866182901891,1.16843881262638,4.16468782901257,3.11778862339824e-05,0.000139525783983212,"UP"
"COQ5",1173.62306481523,-0.75230596110499,0.180691512151378,-4.16348256842707,3.13429964489321e-05,0.000140215376914314,"not_sig"
"TMED3",2306.04044450121,1.33390717238646,0.320385282092838,4.16344709617444,3.13478684024863e-05,0.000140215376914314,"UP"
"C21orf49",12.6545146002595,-3.21220516935627,0.772008363103927,-4.16084245051611,3.1707577594365e-05,0.000141788382199276,"DOWN"
"MAN1B1",1968.98083514416,1.52612099014056,0.366892214363727,4.15958946631558,3.18820122016864e-05,0.000142532298723345,"UP"
"DCAF16",1357.61799747774,-1.23409874747972,0.296700388268562,-4.15941062524888,3.1906983850866e-05,0.000142607815894602,"DOWN"
"CEL",85.4266188137495,1.77273176853453,0.426336435304073,4.15805833547906,3.20964070175199e-05,0.000143418122496007,"UP"
"ZNF808",278.27245775656,-1.53761100190182,0.36988684776729,-4.15697668404038,3.2248688864508e-05,0.000144062100343854,"DOWN"
"MYL2",13.8294292340803,-6.65626033929205,1.6013262350978,-4.15671722188798,3.22853195584273e-05,0.000144189243473239,"DOWN"
"ATG16L1",1043.54548077843,0.760615438443518,0.183022019165546,4.15586846823895,3.24054223876499e-05,0.000144689022297501,"not_sig"
"WHSC1L1",2043.30407375902,-1.38697157287746,0.333766330531323,-4.155516737322,3.24553183432114e-05,0.000144875156489044,"DOWN"
"CTHRC1",23.9494094686357,4.26259541953389,1.02645537741928,4.15273329294735,3.28527552820335e-05,0.000146576250652327,"UP"
"ZNF154",231.134064521224,-2.98518265613667,0.718847979512305,-4.15273151099615,3.28530111943686e-05,0.000146576250652327,"DOWN"
"UMODL1",7.59216626705453,-4.73460306790656,1.14024968344239,-4.15225115749466,3.29220655692704e-05,0.000146847221960481,"DOWN"
"GPRASP2",27.7123010288308,5.55897868270022,1.33883728958652,4.15209430297316,3.29446444166925e-05,0.000146910806961754,"UP"
"GRIN3B",43.0190132052398,3.5494185490258,0.854876510076513,4.15196640355473,3.29630661305861e-05,0.000146955826523073,"UP"
"LONRF1",763.608695041725,-1.35662712180342,0.326768441328223,-4.15164670213901,3.3009156436945e-05,0.000147124144220222,"DOWN"
"RPS10",7493.89738151349,-1.01582051062434,0.244707650211053,-4.1511595969649,3.30794985097383e-05,0.000147400441478637,"DOWN"
"PIK3CB",796.670114597984,0.999432031160862,0.240787109809502,4.15068743485296,3.31478185708344e-05,0.000147667591563662,"not_sig"
"MUCL1",20.7524592857248,7.12707328691996,1.71744851286072,4.14980317229339,3.32761287293925e-05,0.000148201784525303,"UP"
"SRP14",5983.40903652601,-0.775994756487465,0.18703563752984,-4.14891390077284,3.34056414285937e-05,0.000148741062364954,"not_sig"
"SH3GL3",164.560735749694,5.0333232580178,1.21389427809026,4.14642638066998,3.37704693726586e-05,0.000150327562276778,"UP"
"GCLC",1412.99425059899,2.31333208091798,0.557974307228477,4.14594731504497,3.38411639580819e-05,0.000150604272279411,"UP"
"IL12A",23.7811658228546,-3.45275266922694,0.833104853185037,-4.14443950965686,3.40645858181749e-05,0.000151560357875167,"DOWN"
"ZNF234",296.475999352438,-1.27338216852742,0.307303647943325,-4.14372617132832,3.4170773572742e-05,0.00015199449434448,"DOWN"
"NUMBL",567.941702444027,1.7583220957032,0.424449086344647,4.14259837580488,3.4339299247831e-05,0.000152705626536714,"UP"
"IP6K1",1687.34393166697,1.09963281956217,0.26550306184078,4.14169543634721,3.44747935358864e-05,0.000153269548087757,"UP"
"ACTA2",691.615295161652,-1.4317081413542,0.345753867959056,-4.1408304404674,3.46050701265809e-05,0.000153809994392886,"DOWN"
"GRIA4",85.6509037798715,-5.47219621171808,1.32161596716556,-4.14053427596988,3.46497826587636e-05,0.000153969955671495,"DOWN"
"C19orf81",45.0084557091435,6.30951049452462,1.52472929908939,4.13811848325655,3.50165542067051e-05,0.000155521434763046,"UP"
"TRIM61",29.9666751116621,-4.63865693532164,1.12095640607338,-4.13812429296023,3.50156677569348e-05,0.000155521434763046,"DOWN"
"C20orf54",55.5333782913106,4.86905920246077,1.17683280655071,4.137426468193,3.51222950727488e-05,0.000155876655363419,"UP"
"EHD3",608.804005741839,1.8242803105592,0.440920083091391,4.1374398230372,3.51202515675054e-05,0.000155876655363419,"UP"
"RABGAP1",2333.78038518349,1.51468092388953,0.366092954383272,4.13742167325015,3.51230288034174e-05,0.000155876655363419,"UP"
"NR3C1",4159.92234972502,-2.84596854288673,0.687895505367118,-4.13721055114015,3.51553495177929e-05,0.000155980874557327,"DOWN"
"SEMA4A",792.763437629931,-1.79224646421045,0.433221481912818,-4.13702122133252,3.5184358065368e-05,0.000156070349297247,"DOWN"
"CENPH",1045.04738878686,-1.15787295803681,0.279984778871845,-4.13548537424882,3.54205175104588e-05,0.000157078425643115,"DOWN"
"HSPA2",995.934007428502,2.80395967829052,0.678218933019562,4.13429873714488,3.56040106604613e-05,0.000157838036412757,"UP"
"TC2N",646.10399438538,1.88584131890918,0.456149435571273,4.13426209011393,3.56096918411105e-05,0.000157838036412757,"UP"
"CGB7",12.4408859843303,6.32335691199286,1.53004746868274,4.13278479355729,3.58394268277234e-05,0.000158816440750519,"UP"
"PPAPDC1B",668.523287332547,-0.946634343998885,0.229060691248965,-4.13267915519382,3.58559084958968e-05,0.000158849594616611,"not_sig"
"INPP4A",2225.61925341001,-1.34908578788787,0.326483116735362,-4.13217627109766,3.59344670620269e-05,0.000159157677200696,"DOWN"
"TNFRSF25",232.944230154868,4.50975024573983,1.09156847159907,4.13144054915161,3.60496931495121e-05,0.000159627968913419,"UP"
"BHLHE40",4099.37864357661,-2.44625783915458,0.592127325681425,-4.13130374677339,3.60711572847986e-05,0.000159682951110282,"DOWN"
"RFFL",342.858999442474,-1.5354771325725,0.371727246869776,-4.13065532726583,3.6173058729243e-05,0.000160093903352843,"DOWN"
"C3orf21",783.429194035309,1.24810293480604,0.302248709795483,4.12939044686267,3.63726263892332e-05,0.000160936790115309,"UP"
"NDUFB2",2310.25169637777,0.957799997782717,0.231991170683147,4.12860539029253,3.64970147000892e-05,0.000161446694099392,"not_sig"
"SELK",813.41170592207,-1.33762872634726,0.324009144479731,-4.12836720548466,3.6534833687325e-05,0.000161573494006837,"DOWN"
"FTSJD2",2925.70115936551,-1.07644896858014,0.260759959804575,-4.1281221602691,3.65737807996851e-05,0.000161705218215041,"DOWN"
"TGM1",103.935883754237,1.94549142612948,0.471340066230818,4.12757489870755,3.66609040902234e-05,0.000162049826494476,"UP"
"PPM1D",2233.67756485137,3.26160847524641,0.790213196078574,4.12750443985511,3.66721353501452e-05,0.000162058885560857,"UP"
"LRG1",57.5204593356155,-3.97443807775511,0.963012014541952,-4.12709085425639,3.67381274879121e-05,0.000162309874884017,"DOWN"
"HSPBP1",1520.07272014134,2.1036984710133,0.509791819826356,4.12658341934529,3.68192483502504e-05,0.000162627560906386,"UP"
"ESRRA",1169.96781078985,1.30678438801139,0.316692465749906,4.12635136398654,3.68564024214596e-05,0.000162750938888857,"UP"
"EIF4G1",23410.9911788858,1.4142251449649,0.342747795927579,4.12613928307715,3.6890389539487e-05,0.000162860273979976,"UP"
"MYO1C",6243.17923824367,1.45849405040831,0.353509216648253,4.12575961734976,3.69513073623988e-05,0.000163088415840545,"UP"
"FASTKD1",1210.23960380522,-2.1760692089026,0.527474156936707,-4.12545179756306,3.70007675109972e-05,0.000163225080372182,"DOWN"
"ST3GAL6",419.521189300492,-4.93058606194974,1.19515529112089,-4.12547733217626,3.69966622476205e-05,0.000163225080372182,"DOWN"
"FBXO21",2040.5490887353,1.4292026722374,0.346536172745559,4.12425248687321,3.71940715989312e-05,0.000164036822519025,"UP"
"SCARB2",1974.48616861528,2.22980322470809,0.540712260994483,4.1238258969882,3.72630599395978e-05,0.000164300026963253,"UP"
"WIZ",1562.84396257269,1.84694303387134,0.44798122596587,4.12281347257185,3.74272763517089e-05,0.000164982874027888,"UP"
"ENDOG",432.373426577616,2.7048011431569,0.656112369493049,4.1224663166262,3.74837434561592e-05,0.000165190529838005,"UP"
"HIPK1",5264.31512400166,2.73160836989098,0.662991637618699,4.12012492299637,3.7866703394513e-05,0.000166836573867487,"UP"
"GDF15",395.522206575122,2.71707649551197,0.65969865867161,4.11866305895355,3.81076871589851e-05,0.00016785642085253,"UP"
"PGP",1684.8176342255,1.66503656602757,0.404284385731882,4.11847853835198,3.81382080791676e-05,0.00016794894525881,"UP"
"SAMD9L",719.470410021074,-6.16665882817703,1.49753132500273,-4.11788302870112,3.82368676528022e-05,0.000168341410344714,"DOWN"
"FAM131C",62.1331649974428,4.0297447373067,0.979279966179257,4.11500783890136,3.87166256873919e-05,0.000170411083137772,"UP"
"PHF20",2226.66637902666,-1.49296906678347,0.362865389284863,-4.11438817498087,3.88207693799149e-05,0.000170826870993642,"DOWN"
"YTHDF1",2822.6672285898,1.37226647610502,0.333553939600307,4.11407665503634,3.88732252985549e-05,0.000171015061445537,"UP"
"MPPED2",81.3482445664816,5.73369079595638,1.39408625864881,4.11286658941294,3.90776235646883e-05,0.000171871431825753,"UP"
"LGALS7B",13.8893325769383,7.25459672652448,1.76430741993105,4.11186658547749,3.92473086583412e-05,0.000172574737872377,"UP"
"SLC12A9",1514.20654598554,2.07504111252512,0.504715763657251,4.11130632712765,3.93426811850393e-05,0.000172951014424893,"UP"
"HCK",1215.71812810182,-4.31954798175734,1.05099057346386,-4.10997785405531,3.95697064686122e-05,0.000173905706964892,"DOWN"
"LOC100505715",64.7428490456277,-1.85401213920811,0.451122966320942,-4.10977112144876,3.9605146995921e-05,0.00017401813404979,"DOWN"
"PDZK1",80.9584523040843,3.40931209121776,0.829685502430052,4.10916194296788,3.97097547708681e-05,0.000174434338403639,"UP"
"VDAC3",4225.50494101489,-1.2767209004971,0.310708403077051,-4.10906460157916,3.97264944560979e-05,0.000174464450646959,"DOWN"
"GNG4",1268.40933817159,4.44415383591867,1.08157203887981,4.10897626432865,3.97416915064622e-05,0.000174487774897776,"UP"
"C6orf165",31.7046023544148,5.70970340987183,1.38964876267645,4.10873852675908,3.97826179678576e-05,0.000174624025648517,"UP"
"CPT1C",1136.85108144624,5.08334040296208,1.23735305342498,4.10823765205206,3.98689743650205e-05,0.000174959571741077,"UP"
"DEXI",843.086447432308,1.21215856364681,0.295265869546703,4.10531215649046,4.03769272488908e-05,0.000177144609978355,"UP"
"PFDN6",1461.59757674646,-1.37459907030049,0.334899299894004,-4.10451461300622,4.05164661965734e-05,0.000177712631304553,"DOWN"
"QDPR",690.381945747375,2.11624628343403,0.515613148497218,4.10432955327447,4.05489097667488e-05,0.000177773371982212,"UP"
"VPS26B",1515.60669915916,0.987312605113857,0.24055444787325,4.10432072174396,4.05504586742428e-05,0.000177773371982212,"not_sig"
"LRCH3",736.041988421421,-0.702247990523747,0.171132128306815,-4.10354266888284,4.06871371277925e-05,0.000178328276708601,"not_sig"
"SLC19A3",84.568053707164,5.12608159594157,1.24941760665746,4.10277682067828,4.08220984656888e-05,0.000178875381807202,"UP"
"TMEM221",39.3184627503188,3.60102330790508,0.877804545197562,4.10230651869617,4.09051876881624e-05,0.000179194977090113,"UP"
"NPY6R",12.4707550740283,-7.47303301481985,1.82274093243873,-4.09988763725263,4.13350778163801e-05,0.000181033281255362,"DOWN"
"ATP5F1",6280.75265827408,-0.549994593192473,0.13415157188773,-4.09979984172499,4.13507614096077e-05,0.000181057042639438,"not_sig"
"LOC653160",31.3394096306366,-1.81415734680103,0.442608062824882,-4.09878964974661,4.15316265298608e-05,0.000181803871094257,"DOWN"
"C20orf96",382.518150560707,-1.52735716993846,0.372662370469694,-4.09850119295227,4.15834095423478e-05,0.000181985414932417,"DOWN"
"TMEM179B",753.472816428243,1.34546523782486,0.328292154485615,4.09837767805632,4.16056013411412e-05,0.000182037398034493,"UP"
"TMEM191A",68.4901106013828,2.93209405118189,0.715531277482609,4.09778599965276,4.17120635448927e-05,0.000182457973126978,"UP"
"LOC100505648",103.622508431455,-1.74340253080786,0.425471198861081,-4.09758060116567,4.17490818184507e-05,0.000182574651658983,"DOWN"
"PROSC",1294.03975659839,-0.714650939255742,0.174415174794287,-4.09741262535574,4.1779378696652e-05,0.000182661886052987,"not_sig"
"RFC4",1732.1276451532,-1.02276058506697,0.249676046052187,-4.09635045587511,4.19714399338227e-05,0.000183456145327382,"DOWN"
"DPH5",1027.72741867587,-1.73937815687557,0.424739069232406,-4.09516873505184,4.21861027482931e-05,0.000184303146907766,"DOWN"
"TAC3",104.340091589721,-5.38550621619144,1.31508257976086,-4.09518481886573,4.21831741001645e-05,0.000184303146907766,"DOWN"
"MAST3",899.384271000662,-1.51487836107156,0.369932818089343,-4.09500938277312,4.22151290996158e-05,0.000184384317893645,"DOWN"
"PTPRN2",99.0049358226279,-3.27580585651951,0.800059673178989,-4.09445190944732,4.23168231962482e-05,0.000184782763338392,"DOWN"
"FAM109A",324.646593994309,1.89189888889455,0.46209252227223,4.0941993166035,4.23629775702745e-05,0.000184938549125735,"UP"
"FAM86C1",297.331363672324,1.45428925264048,0.35523708701236,4.09385535973015,4.24259029995214e-05,0.000185167454980602,"UP"
"APOBEC4",6.33791863472188,-7.39620463618701,1.80706937344212,-4.09292788914831,4.25960219790493e-05,0.000185844231216438,"DOWN"
"GNRH1",45.8951939235329,-1.78214649690188,0.435424412584246,-4.09289521991849,4.26020260340911e-05,0.000185844231216438,"DOWN"
"C7orf13",263.901367264219,3.04783595353758,0.744696510827971,4.09272221532088,4.26338347556931e-05,0.000185937035690137,"UP"
"ARHGAP35",5304.79724886958,1.43522997645417,0.350704621395304,4.09241820294242,4.2689785232001e-05,0.000186135056656328,"UP"
"C20orf118",18.078201407577,-2.73922006693732,0.669521154781991,-4.0913121973409,4.28939228914376e-05,0.000186932775070092,"DOWN"
"PPP4C",5733.30604082671,2.11002329018828,0.515730694722148,4.09132772546157,4.28910504365382e-05,0.000186932775070092,"UP"
"CGNL1",2920.14161698814,3.61129596857096,0.882909273605793,4.0902231707483,4.30958312902597e-05,0.000187766334799576,"UP"
"RHPN1",1220.35538692038,4.65838830584958,1.13935834889251,4.08860681134929,4.33971714628701e-05,0.000189032595340488,"UP"
"FFAR1",9.36020305887443,-7.05849968481214,1.72656017568238,-4.0881863164847,4.347589192135e-05,0.000189328766940989,"DOWN"
"WIPI1",644.339646232891,0.954824003938941,0.233684344591942,4.08595623128391,4.38956533202542e-05,0.000191109590799824,"not_sig"
"ZMAT3",3539.99852915107,-2.53543227955888,0.62067163753934,-4.08498169758591,4.40802909813208e-05,0.000191866124739904,"DOWN"
"BRAF",414.754039301924,-0.845450547403762,0.207001907109313,-4.08426453268035,4.42166371587716e-05,0.000192412141482327,"not_sig"
"ZBTB8OS",805.443937580058,-1.27876652606182,0.313101129384483,-4.08419646577355,4.42295986881161e-05,0.000192421103486628,"DOWN"
"LOC100287559",13.9437726640486,-2.83192483636118,0.693461947462368,-4.08374943531398,4.43148133290487e-05,0.000192744321157642,"DOWN"
"MBOAT2",772.52592631129,2.35785908558699,0.577565968190542,4.08240653959224,4.45717387176031e-05,0.000193814040001403,"UP"
"VPS37D",67.379990834122,3.03580136109117,0.743701898659307,4.08201372964611,4.46471585396805e-05,0.000194094174439744,"UP"
"C6orf64",232.790015115999,1.0419513626224,0.255290885903904,4.08142797159868,4.47598494106672e-05,0.00019453615909832,"UP"
"BSG",16593.5452635109,1.5749909164933,0.385952841399761,4.08078590840574,4.48836824247722e-05,0.000195026340422755,"UP"
"FAHD1",752.134915317685,1.31919309485996,0.323346040052134,4.07981831058535,4.50709144099733e-05,0.000195791690705397,"UP"
"SEC16A",5587.97449530042,1.43379382678868,0.351445699114757,4.07970229938851,4.5093412458493e-05,0.000195841222906595,"UP"
"EXT2",1956.42286076059,2.23715046160547,0.548441215557487,4.0791071096497,4.52090051843395e-05,0.000196294942559309,"UP"
"TRPV3",83.1567695003829,-2.00842492971929,0.492379052804292,-4.0790218801562,4.52255807207136e-05,0.00019631861773748,"DOWN"
"MEF2D",1755.93735388005,-1.32520459856358,0.324948264875349,-4.07820179951393,4.53853658185835e-05,0.000196955309675798,"DOWN"
"METTL11A",922.611655620334,1.74542495379438,0.42799381369166,4.07815463204765,4.53945722244275e-05,0.000196955309675798,"UP"
"SLITRK4",185.164863076122,6.91898685114626,1.69662633283866,4.07808526675992,4.54081145408686e-05,0.000196965647983861,"UP"
"PRPS1",2580.67408883916,-0.88980999037951,0.218262429533011,-4.07678954313542,4.56617864473408e-05,0.0001980173294338,"not_sig"
"ASB14",25.4477291674015,-2.24357456769125,0.550396061757007,-4.07629109941154,4.57597273521508e-05,0.000198393315589649,"DOWN"
"LOC100507424",17.3727853875054,-2.9444562000665,0.72267284947709,-4.0743971524557,4.61336951357935e-05,0.000199965549888692,"DOWN"
"TRIM38",546.507307701959,-2.18455654388084,0.536227950510808,-4.07393262846489,4.62258589418881e-05,0.000200315838527946,"DOWN"
"TKT",24437.4225835085,1.57924433965455,0.387676826127579,4.07361037137372,4.6289898854517e-05,0.00020054411261223,"UP"
"IFRD2",2190.02978228751,1.46645647993347,0.360042005509244,4.07301497462585,4.64084392837197e-05,0.000201008332112308,"UP"
"SEPT5",16.5287569451176,5.71195544764237,1.40269662952148,4.07212459731293,4.65862460593233e-05,0.00020167948073266,"UP"
"SLC22A18AS",13.4937796169079,7.244310989573,1.77899508563809,4.07213659444967,4.65838459647379e-05,0.00020167948073266,"UP"
"AP3M1",2100.21404463068,-1.20373612059022,0.295657715044877,-4.0713841017391,4.67346135434775e-05,0.000202272174851,"DOWN"
"SHH",1220.46821655932,13.9420160640066,3.42462410319869,4.07110843230484,4.67899616991958e-05,0.000202462079919295,"UP"
"EVPLL",22.4932473283313,7.17101584522242,1.76162162670901,4.07069017347329,4.687405727236e-05,0.000202776252661067,"UP"
"RTN3",4845.37900473373,0.87050725999617,0.213882100072762,4.07003325523747,4.70064273374373e-05,0.000203299054767402,"not_sig"
"CC2D1A",1830.13411069103,2.16631482869864,0.532318637758476,4.0695829058714,4.70973781466421e-05,0.000203592633918254,"UP"
"MCART6",84.7809675392274,-1.45860835542345,0.358414917792553,-4.06960838685759,4.70922276553901e-05,0.000203592633918254,"DOWN"
"OR7E14P",81.1997231615915,5.5676241517805,1.36827181680368,4.0690921813961,4.71966729146206e-05,0.000203971909143745,"UP"
"HDAC9",652.543382334508,-3.1121661643908,0.765003116249963,-4.06817449273489,4.73828938960038e-05,0.000204726579501705,"DOWN"
"CHN2",35.4110968460306,5.75087907949973,1.41367233574163,4.06804245517243,4.74097447360167e-05,0.000204792460741727,"UP"
"XPNPEP2",6.65598463821283,-6.95275741904989,1.70969122801481,-4.06667432406671,4.76888150955919e-05,0.000205947537665084,"DOWN"
"MOSPD3",421.335214271909,1.59842607277773,0.393112203070671,4.06608103307946,4.78103176667147e-05,0.000206421748243032,"UP"
"ZNF778",476.208218651068,2.32814722778542,0.572691380360926,4.06527373664705,4.79761187831637e-05,0.000207086939721898,"UP"
"B3GALT6",625.199107343496,1.39753508885668,0.343942420272377,4.06328212655458,4.83874865485524e-05,0.000208811525081161,"UP"
"UXS1",1549.36484097138,1.11434239981306,0.274261095077984,4.06307135722697,4.84312161669264e-05,0.000208949148214679,"UP"
"HBE1",7.27548093988,-6.60344789714041,1.62589822804917,-4.06141527385975,4.87761201252749e-05,0.000210385757627347,"DOWN"
"TRPS1",738.042063807287,4.54312418493885,1.11869809511774,4.06108154180837,4.88459061040771e-05,0.000210635290187383,"UP"
"C1orf106",1074.16950135263,1.59067405319317,0.391719656810802,4.0607460604446,4.89161532694003e-05,0.000210886689107209,"UP"
"STX18",741.626421972041,-0.626920874860571,0.154496510307681,-4.05783194463132,4.95303882316348e-05,0.000213482625711442,"not_sig"
"LOC100129034",2156.2656163942,-1.54482673599433,0.380711431596787,-4.05773666820296,4.95505934242608e-05,0.000213517571762256,"DOWN"
"ST3GAL5",219.926291704485,1.30893444303387,0.322651033491553,4.05681156160977,4.97471866642833e-05,0.000214260088976232,"UP"
"VEPH1",111.067482046417,5.32120542436767,1.31167097082614,4.05681420319622,4.97466242529521e-05,0.000214260088976232,"UP"
"NIM1",39.9634737076708,-3.56294222364301,0.878336579860291,-4.0564657163769,4.982087148745e-05,0.000214525099232372,"DOWN"
"C6orf204",555.656993359682,-2.03037813956114,0.500547715052939,-4.05631287188355,4.98534690627988e-05,0.000214613104624,"DOWN"
"DNAJB12",1225.47059749635,1.33591728906841,0.329370216148901,4.05597477722294,4.99256472983987e-05,0.000214871415463725,"UP"
"FAM32A",2218.60727901627,0.952929353078231,0.235077302144599,4.05368508309692,5.04170765259459e-05,0.000216933544778875,"not_sig"
"SHE",23.5218566974053,-2.8937755794795,0.713902817180727,-4.05345869190895,5.04659143872737e-05,0.000217090760159732,"DOWN"
"C7orf46",284.964210782152,-2.56658380346895,0.633205158138392,-4.05332106108335,5.04956264797417e-05,0.000217165645070039,"DOWN"
"RPS11",48326.2089572813,-1.05225837545864,0.259688507300277,-4.05200209434727,5.07812104339029e-05,0.000218340649003261,"DOWN"
"FAM192A",2185.39521717772,-0.974919492451159,0.240650457054295,-4.05118487778812,5.09589223149635e-05,0.000219051383063591,"not_sig"
"LOC642852",873.203225924933,1.9942312344873,0.492291807360526,4.05091290301901,5.10181965495522e-05,0.00021925278039922,"UP"
"FAM124A",918.361274024713,4.23221659869762,1.04493256731439,4.05022939382105,5.11674492768217e-05,0.000219840671795497,"UP"
"CENPC1",608.657260712322,-1.67575868118937,0.413820381673186,-4.04948319465036,5.1330863599239e-05,0.000220489107453533,"DOWN"
"C12orf49",1099.35929047826,1.28080616196864,0.316293639159215,4.04942118144815,5.13444664545292e-05,0.000220493876623465,"UP"
"RHPN2",1151.44733297451,2.35956258550695,0.582701798054786,4.04934838605922,5.13604387866127e-05,0.000220508816488376,"UP"
"RASGEF1B",34.0427107605287,2.75954046808386,0.681567199371876,4.04881641990256,5.14773026652234e-05,0.000220903085835447,"UP"
"TOX3",312.807159518608,6.75267029667624,1.667790139028,4.04887289992716,5.14648830211691e-05,0.000220903085835447,"UP"
"AMIGO1",137.886510523827,4.15168633343344,1.02544014366439,4.04868715066829,5.15057389437954e-05,0.000220971388516769,"UP"
"NRXN1",294.777359874581,-5.26970000781077,1.30197536988546,-4.04746520533207,5.17752754709369e-05,0.000222073781789073,"DOWN"
"SPPL3",1269.47467019832,0.896143896838293,0.221473783979082,4.04627527799378,5.20390337254665e-05,0.000223150861334908,"not_sig"
"PAF1",2147.28533344946,1.35494543499707,0.33487567420424,4.04611484013226,5.20746935048875e-05,0.000223249536157703,"UP"
"LGR4",1361.25338077216,3.28767936111373,0.812649292413017,4.04563123577153,5.21823221566297e-05,0.000223656626047721,"UP"
"PDK4",20.5680588329354,7.91250731107081,1.95613138177212,4.04497744108713,5.23281627164073e-05,0.000224227257087786,"UP"
"TRIL",175.084929814831,6.2058632783416,1.53470053157569,4.04369657184517,5.26150037828434e-05,0.000225401654555142,"UP"
"PSMD7",4776.41043239665,0.938003865351572,0.231979395231151,4.04347922545844,5.2663824499412e-05,0.00022555605494167,"not_sig"
"CAMSAP3",999.398990407774,2.8602544290421,0.707521642656932,4.04263877823028,5.2853011414756e-05,0.000226256524732099,"UP"
"CYFIP1",4652.72881068311,1.26265618663002,0.312332101171182,4.0426718287852,5.28455594976288e-05,0.000226256524732099,"UP"
"DSCR3",2048.83246458787,-1.27228139316824,0.314872221373341,-4.04062761592333,5.33083472094067e-05,0.000228150419070327,"DOWN"
"MAEA",2635.77780307387,1.41908189493135,0.351245624044759,4.040141137105,5.34190450667767e-05,0.000228568762528147,"UP"
"TBCB",2379.35903561099,1.41980721192799,0.351437278348601,4.04000172833015,5.34508075490865e-05,0.000228649237334313,"UP"
"SKI",2087.72746547756,1.87373767344,0.463819421607288,4.03979994401028,5.34968131879442e-05,0.000228790587052875,"UP"
"ESRRB",10.0058248177188,-2.90830247417399,0.720014509704341,-4.03922759191093,5.36275103301305e-05,0.000229293981910563,"DOWN"
"TYW1B",256.344823824417,-1.30505419876989,0.323099537242469,-4.03917074567183,5.36405077261207e-05,0.000229294008565277,"DOWN"
"CSNK1D",4929.35488867838,1.22635309666437,0.303663939130162,4.03852067577478,5.37893529126901e-05,0.000229874595377477,"UP"
"SPIRE1",749.309004911439,1.6733132865388,0.414536506502692,4.03658847963958,5.42340775737812e-05,0.000231719067823103,"UP"
"CA4",102.777186335209,6.13592449827419,1.52016696313313,4.03634906367638,5.42894247898753e-05,0.000231899406471757,"UP"
"ALG10B",454.147101270778,-2.22277639003718,0.550746494267658,-4.03593379744134,5.43855512922622e-05,0.000232253806026719,"DOWN"
"TAOK2",2871.09278310714,2.1072247260549,0.522166491066231,4.03554184749022,5.44764284149851e-05,0.000232585622042691,"UP"
