"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","status"
"FAM66D",11.7078983862987,-0.0456869560410268,0.70667841272985,-0.0646502782850566,0.948452452127714,0.975721060170327,"not_sig"
"NSUN2",3988.33309598787,0.0159094776221025,0.245447155594219,0.0648183417876087,0.948318637525001,0.975721060170327,"not_sig"
"TEX13B",1.36018023637682,-0.157156765167363,2.4286708914908,-0.064708959010455,0.94840572951612,0.975721060170327,"not_sig"
"PPP1R15B",2227.95016323911,-0.0192304282435637,0.298753469790398,-0.0643688866845818,0.948676503461913,0.975879489806665,"not_sig"
"MESP1",19.2369456464062,-0.0670903032172221,1.04574446306489,-0.0641555423784817,0.948846376470666,0.975997350935792,"not_sig"
"SLIRP",2549.53327472329,0.0205680216821794,0.321417419350258,0.0639916210009945,0.948976898607281,0.976074723800612,"not_sig"
"LOC339975",1.5818481983032,-0.157157882468797,2.46032147086668,-0.0638769706844188,0.949068189553751,0.976111738571395,"not_sig"
"RNASEH2C",1090.05804293616,0.0226137544053741,0.354460364370019,0.0637976955351988,0.949131313219282,0.976119780813444,"not_sig"
"NRD1",6006.95236913125,0.0155188238875535,0.244436728956949,0.0634881016194861,0.949377833662389,0.976316422778137,"not_sig"
"C6orf27",41.136976434506,0.0401704323131044,0.634645798415059,0.0632958296004236,0.949530936603134,0.976416979203293,"not_sig"
"POLA2",1958.27869603256,-0.022898554693112,0.362711100760015,-0.0631316622103129,0.949661661780401,0.976437628476295,"not_sig"
"ZNF140",388.94590733161,0.0258747114346047,0.409578463907909,0.0631740037982623,0.949627945383403,0.976437628476295,"not_sig"
"PPP1R2P3",2.61449706363402,-0.0800457089461193,1.26988411642752,-0.0630338689260139,0.94973953443322,0.976460813348071,"not_sig"
"ZNF862",419.991176439681,0.0347290651240596,0.551882779662123,0.0629283362407533,0.949823570498484,0.976490331972172,"not_sig"
"CD163",1.29455724115974,-0.157157773674603,2.51974057607674,-0.0623706167082083,0.9502676938587,0.976890022517681,"not_sig"
"CMTM1",21.8924366438689,0.036645155819605,0.58824420560912,0.0622958211405744,0.950327256262067,0.976894354864617,"not_sig"
"MIB1",2542.15060622099,0.0241223048310562,0.387994061129423,0.0621718403648702,0.950425987228558,0.976908128762884,"not_sig"
"SIDT2",990.233461338641,0.0200903003674597,0.32330712141855,0.0621399871407442,0.950451353377691,0.976908128762884,"not_sig"
"FOXS1",1.54929952710852,-0.157158861593971,2.54054677720456,-0.0618602511097622,0.950674121862783,0.977023305629331,"not_sig"
"SIX6",1.21375809520522,-0.157157678009632,2.53858193283476,-0.0619076642659862,0.950636364005922,0.977023305629331,"not_sig"
"C19orf76",141.117231206496,-0.0460494804861505,0.747337846523228,-0.0616180228264663,0.950867024074473,0.977164656472457,"not_sig"
"EBPL",1167.96722974639,0.0169700805947807,0.27602419808672,0.0614804090091012,0.950976616233577,0.977220381725817,"not_sig"
"TBCC",660.636741594519,0.0121561141704075,0.198193662549001,0.0613345251006806,0.951092795496186,0.977251060128931,"not_sig"
"THEM5",6.43337137219226,0.0577065381696258,0.941319635273277,0.0613038717213977,0.951117207416135,0.977251060128931,"not_sig"
"AGT",1.08340403554808,-0.157157628392122,2.58021569873131,-0.0609087172322053,0.951431906990506,0.977460602932621,"not_sig"
"DDX24",6705.0241524693,0.0138154025255883,0.226706891799253,0.0609394907051245,0.951407398837839,0.977460602932621,"not_sig"
"BRAP",942.053878213326,-0.0120857715738816,0.198715807818174,-0.0608193767097792,0.951503058503875,0.977476804760689,"not_sig"
"MORN1",99.6320251720757,-0.0266755499727183,0.439189941852308,-0.0607380712322615,0.951567811178642,0.977486431573916,"not_sig"
"RIIAD1",1.13883250439521,-0.157158421916018,2.62427455555186,-0.0598864252155086,0.952246091598337,0.978069338728506,"not_sig"
"SMC4",4952.21254928727,-0.0291412061077054,0.48653242331515,-0.0598957124155099,0.95223869476275,0.978069338728506,"not_sig"
"COX7A2",3595.49591145549,-0.0157942170557876,0.265131072053226,-0.0595713544001996,0.952497033713878,0.978231980849559,"not_sig"
"GGNBP2",1564.32056247517,-0.0212609055632505,0.357035498037181,-0.0595484361642841,0.952515287415327,0.978231980849559,"not_sig"
"AAA1",1.15343949926835,-0.127690012837251,2.15271168992042,-0.0593158914104154,0.952700503885546,0.978308348474511,"not_sig"
"SUCLG1",2030.86286264492,0.0108063207372444,0.182133455484624,0.0593318822645226,0.952687767461469,0.978308348474511,"not_sig"
"DHFRL1",149.958580330023,-0.0226660164209464,0.382740388502735,-0.0592203412595545,0.952776608092231,0.978329578964912,"not_sig"
"BTBD19",19.7784324985094,0.0743421194796615,1.25871672348639,0.0590618350360426,0.952902856779441,0.978402293319205,"not_sig"
"CD320",1202.55318165486,-0.0266717763813263,0.454367290000117,-0.0587009165675624,0.953190329283463,0.978640527709448,"not_sig"
"CRH",0.936981894376484,-0.157158237834379,2.68559853533404,-0.0585188872300422,0.953335318439682,0.978722664744733,"not_sig"
"HSPB2",5.42801703970858,0.110870066003547,1.89944713135581,0.0583696509227971,0.95345418859724,0.978722664744733,"not_sig"
"LGSN",1.20363682442512,-0.157159795084168,2.69791144968104,-0.0582523919021688,0.953547588835718,0.978722664744733,"not_sig"
"PDSS2",557.773007492196,-0.0133613103283884,0.229150992033286,-0.0583078877810296,0.953503384665958,0.978722664744733,"not_sig"
"SLCO1B1",0.985717998349516,-0.157158546703196,2.69131710267464,-0.0583946598292008,0.953434268354718,0.978722664744733,"not_sig"
"GMFB",2106.16792897735,-0.0288277256024611,0.497098714056004,-0.0579919536851051,0.95375503777083,0.978878665851901,"not_sig"
"BRD1",1393.77531320508,0.0162071477289261,0.280656282950964,0.0577473183871596,0.953949901934483,0.978885755867234,"not_sig"
"KIAA1324L",776.481159221992,-0.0630517766261817,1.09266132496661,-0.0577047756569113,0.953983789613161,0.978885755867234,"not_sig"
"LOC574538",1.03890269663902,-0.157159172096419,2.71736787097946,-0.0578350740710612,0.953879999856977,0.978885755867234,"not_sig"
"PRPF38B",2224.54677833669,-0.0168417746188511,0.291488343231603,-0.0577785527617803,0.953925022050422,0.978885755867234,"not_sig"
"CAND1",6951.88638881701,-0.0144461394012635,0.251948764938841,-0.0573376075281425,0.954276263140485,0.979072024904352,"not_sig"
"HIF1AN",2856.52761292009,-0.010677296323809,0.186067517229237,-0.0573839887950696,0.954239317074823,0.979072024904352,"not_sig"
"LOC494558",1.05530989618695,-0.157159580749575,2.74799506875587,-0.0571906341959806,0.954393338779491,0.979083210824963,"not_sig"
"SLC26A8",9.45372605066872,-0.0699340053877722,1.22295077597158,-0.0571846445186748,0.954398110042124,0.979083210824963,"not_sig"
"ABCD4",1127.51690032106,-0.0180851379106481,0.319843287592173,-0.0565437469293028,0.954908646238623,0.979429671803016,"not_sig"
"CYB5B",3878.72894972669,0.0135464007021404,0.239136423942969,0.0566471659932952,0.954826261810461,0.979429671803016,"not_sig"
"DDX19B",1055.27628259478,-0.0141832516371304,0.25057460385298,-0.0566029095488548,0.954861516778187,0.979429671803016,"not_sig"
"TMCO1",1611.09797955592,-0.017704932954275,0.313461288894176,-0.0564820396698238,0.954957802949468,0.979429671803016,"not_sig"
"STARD3",1259.97042026345,0.0191110610384247,0.338951162388864,0.0563829340596844,0.955036751973974,0.979453728782141,"not_sig"
"C17orf80",864.685547268314,0.0149761379544117,0.267213886224688,0.0560455078364414,0.955305554098384,0.979589768864576,"not_sig"
"CHMP4B",3049.80843902101,-0.0119002638367059,0.212537865971917,-0.0559912643438243,0.955348766289228,0.979589768864576,"not_sig"
"DUXA",2.62056058349675,-0.0812465613377795,1.44886330192885,-0.0560760709651611,0.955281206539827,0.979589768864576,"not_sig"
"PON3",1.6198000998673,0.135356605098439,2.41977241146628,0.0559377421021255,0.955391404035967,0.979589768864576,"not_sig"
"INPP1",266.622576098101,-0.0348093794743376,0.624356155355226,-0.0557524406154576,0.955539022863981,0.979684214554125,"not_sig"
"AVPR1B",2.44135736478944,-0.157165839626994,2.8279449002415,-0.0555759907534169,0.95567959153933,0.979771421391099,"not_sig"
"SEC23A",2560.02893861645,0.0187249957725604,0.339218917452071,0.055200328782389,0.955978867006213,0.980021316295502,"not_sig"
"WASH5P",308.20687340034,0.0263619675023609,0.480541964793858,0.0548588248971548,0.956250935424166,0.980243292498347,"not_sig"
"ARSG",176.461133146902,0.0527392041651759,0.964983061964914,0.0546529843309244,0.956414926409666,0.980354460254986,"not_sig"
"DQX1",34.632329320395,0.0380461450789601,0.70350432647918,0.0540808970846978,0.956870711889451,0.980764695984251,"not_sig"
"LOC728875",1.67137563115023,0.108175753232073,2.02795857916819,0.0533421906853953,0.957459264727607,0.981310958855018,"not_sig"
"SNAP47",1048.85657977623,-0.0118561281408095,0.223545654870623,-0.0530367192673517,0.957702651126829,0.981503413795641,"not_sig"
"CORIN",3.53342616673784,0.0645097364052988,1.23303543882326,0.0523178283236233,0.958275447822445,0.981963354375457,"not_sig"
"MYCBPAP",48.0060042962693,-0.0841908056030304,1.60680242085608,-0.0523964891453019,0.958212771532586,0.981963354375457,"not_sig"
"PCMTD2",1159.53023894622,-0.0266801780760608,0.510488715677277,-0.0522639918507573,0.958318344425906,0.981963354375457,"not_sig"
"PCGF3",2179.61378971537,0.0120316160800525,0.231258329926624,0.0520267360050125,0.958507390006342,0.982100048392658,"not_sig"
"LOC100129827",0.964394207940284,-0.138054055887056,2.66570956274627,-0.0517888587025323,0.958696933106519,0.982237236276198,"not_sig"
"UTS2D",1.67980815755342,-0.0799076022781607,1.5511757852431,-0.0515142145966632,0.958915775280366,0.982404424988301,"not_sig"
"CEP95",871.532031058829,0.0228426414446502,0.44434452695595,0.0514075003942036,0.959000808227341,0.982434515364361,"not_sig"
"SLC5A4",1.50887349023379,-0.157167197648096,3.08780473303521,-0.0508993318025023,0.959405737965725,0.982792296871448,"not_sig"
"CAGE1",3.08607617599922,-0.0582733895217688,1.15182138460164,-0.0505923837678383,0.959650331927655,0.982823723605163,"not_sig"
"FBXO48",37.2888030030867,-0.0297578098562472,0.588034595751332,-0.050605542720196,0.959639846034608,0.982823723605163,"not_sig"
"TRPC3",9.64708632043572,0.074932660210802,1.48127970212882,0.0505864355685916,0.959655071834722,0.982823723605163,"not_sig"
"ZNF485",134.627123565314,-0.0181806260769239,0.359433646155964,-0.0505813138846636,0.959659153122458,0.982823723605163,"not_sig"
"GNB3",128.962595812033,-0.0256243173294173,0.511047430439158,-0.0501407810766165,0.960010201992074,0.983126200473461,"not_sig"
"CENPL",327.437601855411,0.0150062852906698,0.300337640214796,0.0499647173092842,0.960150504694827,0.983212834060321,"not_sig"
"COL9A3",656.637217403802,0.0444437865538207,0.898941054618774,0.0494401566437174,0.960568526900428,0.983583831281114,"not_sig"
"ARMCX3",1512.85134336176,-0.0186581486966173,0.377951858335297,-0.0493664689963368,0.96062724943117,0.983586898274751,"not_sig"
"BAALC",32.5843711193259,0.0486111054397919,0.986345147758685,0.0492840721630284,0.960692912664958,0.983597071090929,"not_sig"
"LOC100131655",21.7968260624653,-0.0364758174605076,0.741963445445304,-0.0491612055613008,0.960790827340401,0.983640261169262,"not_sig"
"LOC441204",6.66295501456135,-0.074253970684384,1.53110733975807,-0.0484969072750423,0.961320229180461,0.984125169365764,"not_sig"
"CCDC43",839.844470381241,-0.0191932621257293,0.39668215251078,-0.0483844861792912,0.961409823059267,0.984140880603154,"not_sig"
"SMAP1",1347.43127319847,-0.010627319155702,0.219855616443866,-0.0483377196707431,0.961447093724657,0.984140880603154,"not_sig"
"ZSCAN4",1.58443446448969,-0.133007256866624,2.77734142133723,-0.0478901354528404,0.961803801139845,0.98444891499178,"not_sig"
"LOC284578",1.14637043928229,-0.157168434377041,3.28740620694518,-0.0478092527917595,0.961868262329133,0.984457804007492,"not_sig"
"DNAJB9",421.18900134553,0.0248448517681977,0.522137820931325,0.0475829383971507,0.962048629812793,0.984585313475345,"not_sig"
"LOC150776",975.380392755363,0.0281195950596272,0.592646772399841,0.0474474786148936,0.962156589143149,0.984638708087006,"not_sig"
"LOC401233",238.629066843814,-0.0218445870409038,0.46139669169577,-0.0473444812979011,0.962238676860289,0.984665621903067,"not_sig"
"BEX5",30.0384641249504,0.0622025650802369,1.31584738458327,0.0472718689180938,0.962296548360755,0.984667753409898,"not_sig"
"BBS9",650.856511794813,0.0128956965846509,0.27328100888275,0.0471884110695147,0.962363063860606,0.984678729109547,"not_sig"
"PTRHD1",773.392897242784,0.0142506318357618,0.304109224502712,0.0468602419379578,0.962624615599892,0.98488925078767,"not_sig"
"FAM151A",1.36692733836584,0.114308729372619,2.45645380998245,0.0465340438758081,0.962884600377292,0.98502476246302,"not_sig"
"KRTAP5-9",5.82505223691261,0.0675819397806512,1.45606881022598,0.0464139739180064,0.962980298940476,0.98502476246302,"not_sig"
"POM121",2784.36831015973,0.0143899432208956,0.309932475665568,0.0464292849272852,0.962968095678467,0.98502476246302,"not_sig"
"TGFBRAP1",990.170201829894,-0.014270332214979,0.306560399404372,-0.0465498226212692,0.962872024388028,0.98502476246302,"not_sig"
"PHOSPHO2",70.4094259190891,0.0256216940074467,0.558899015495537,0.0458431546613654,0.96343526250276,0.985433031013776,"not_sig"
"C17orf39",550.064291416882,0.016857394045521,0.369085243863006,0.0456734435359274,0.963570530701466,0.985463577021499,"not_sig"
"COL8A2",65.479539604403,0.0428148208658282,0.939013442316782,0.0455955356296,0.963632627524876,0.985463577021499,"not_sig"
"MAD2L2",3404.22082074989,-0.0144879168274876,0.317448759745112,-0.0456385995620849,0.96359830320963,0.985463577021499,"not_sig"
"ZNF799",109.202774613091,-0.0194014396077669,0.428112188048004,-0.0453185873923108,0.963853372061865,0.985632214188408,"not_sig"
"TXNL4B",457.634059490024,-0.0121628890961021,0.271476810131777,-0.0448026816367782,0.964264587603972,0.985995595342686,"not_sig"
"SULT4A1",166.612514687326,0.0367240348735561,0.83243748394595,0.0441162676859234,0.964811725670812,0.986497912066379,"not_sig"
"DLGAP5",2430.88184092398,-0.0195345734037925,0.445954920413734,-0.0438039194312943,0.965060702830585,0.986695325549431,"not_sig"
"RARS2",1140.99115464399,-0.0144282939567045,0.330585923514515,-0.0436446107665894,0.965187691307378,0.98673323190279,"not_sig"
"TMEM191C",10.7451102858936,-0.0377933701901904,0.866479792591723,-0.0436171397340345,0.965209589167234,0.98673323190279,"not_sig"
"KIF18A",510.420914073923,0.0186435780511511,0.428330674169728,0.0435261333718151,0.965282132844232,0.986750240049849,"not_sig"
"TSSC1",1177.24675938882,-0.0114106957905193,0.265297175113105,-0.0430109961994676,0.965692768266849,0.987112837198696,"not_sig"
"TRIM54",74.1484012568572,-0.047076805564879,1.10259604784731,-0.0426963307702678,0.96594360452539,0.987312058134881,"not_sig"
"FAM195A",559.898694212101,-0.0288940116952239,0.67881091633854,-0.0425656261556255,0.966047796996618,0.987361376859708,"not_sig"
"EMILIN1",68.7936126495439,-0.0240761687558181,0.571633901482063,-0.0421181611052044,0.966404502548244,0.987612007918707,"not_sig"
"HIST1H2BJ",62.553930528831,0.033584117184813,0.798719760488731,0.0420474349655043,0.966460883896425,0.987612007918707,"not_sig"
"LZTR1",1465.49108738416,-0.0178213916683094,0.423730785722996,-0.0420582885850538,0.966452231614875,0.987612007918707,"not_sig"
"ANK1",381.33346315653,0.031727174700381,0.760578703181074,0.0417145189152471,0.966726279615451,0.987768833808771,"not_sig"
"LOC155060",188.452799723225,0.0162683666093978,0.389963875636345,0.0417176246975467,0.966723803714962,0.987768833808771,"not_sig"
"FAM76A",259.463493972996,0.0140583106943086,0.338425498239949,0.0415403412787208,0.966865132904694,0.987796341500802,"not_sig"
"LOC100132111",21.7212299463181,0.040103727816268,0.96428539042281,0.0415890650367353,0.966826290537443,0.987796341500802,"not_sig"
"LOC339894",18.3008134005788,-0.0789607069434756,1.91805979233892,-0.0411669684432461,0.967162786702406,0.988018781587687,"not_sig"
"WDR64",1.05404719356142,-0.116724049441217,2.83815113873902,-0.0411267912578738,0.967194816332694,0.988018781587687,"not_sig"
"LOC100289211",3.11975142077542,-0.0795618969060359,1.94272321021017,-0.0409537995365941,0.967332727564812,0.988045291754568,"not_sig"
"SGK196",210.855475158814,0.0210567897781664,0.513380386972266,0.0410159607038201,0.967283171767625,0.988045291754568,"not_sig"
"LEPRE1",1335.28354716625,0.0175191094825829,0.428821728726244,0.0408540619772721,0.967412240078216,0.988069326854957,"not_sig"
"ZNF630",75.5990151455352,-0.0296580012538706,0.728249376762394,-0.04072506232099,0.967515081323611,0.988117184663913,"not_sig"
"LRRC2",108.434147462019,0.0392623751064529,0.985280936653558,0.0398489137928569,0.96821357960897,0.988773342596674,"not_sig"
"CN5H6.4",22.2849585831532,0.0237392111524537,0.6005170160925,0.0395312880672762,0.968466808735447,0.988885526240084,"not_sig"
"FAM117B",566.347177159965,0.0165617355579755,0.418326047981782,0.0395904955904079,0.968419604919821,0.988885526240084,"not_sig"
"USP3",1067.81510901783,-0.0160074491284776,0.405248783151839,-0.0395003015283083,0.968491513121025,0.988885526240084,"not_sig"
"C9orf96",10.2222562880159,0.0370411989304613,0.942033602612682,0.0393204646073446,0.968634890834709,0.988887429832772,"not_sig"
"FLJ21408",1.71929295575559,-0.0653935026143538,1.6645015214884,-0.0392871389843361,0.968661460304747,0.988887429832772,"not_sig"
"PADI2",232.113596815901,-0.022546783605052,0.573552697336584,-0.0393107446094367,0.968642640279432,0.988887429832772,"not_sig"
"ARFGEF1",3116.66444036236,0.0139400009870678,0.361405739211365,0.0385716093426925,0.969231937904321,0.989219772601372,"not_sig"
"ATP5I",4564.88684013859,0.0110061254898124,0.285979501869205,0.0384857145979858,0.969300421145847,0.989219772601372,"not_sig"
"C2CD3",802.977464900939,-0.0118046599749023,0.3069570712281,-0.0384570387242528,0.969323284257265,0.989219772601372,"not_sig"
"LOC283050",3.86275158944454,-0.0427958383995173,1.11014623360857,-0.0385497307507029,0.969249381521582,0.989219772601372,"not_sig"
"NDFIP2",1296.60946656999,-0.0253896895931775,0.657026200760848,-0.038643344152449,0.969174744447533,0.989219772601372,"not_sig"
"PER3",409.28138657589,0.0299546452655176,0.773415563787866,0.0387303367917918,0.969105386286341,0.989219772601372,"not_sig"
"SSBP1",2907.33437625904,-0.0141909387635018,0.373280288660017,-0.0380168446998468,0.969674251608149,0.989520729699573,"not_sig"
"ALPP",14.8260028675974,-0.0448721304657821,1.18808212448005,-0.0377685427136781,0.969872225746588,0.98966553647611,"not_sig"
"GLYATL1",88.5129006554757,0.0462830862988924,1.23347585040364,0.0375224908406166,0.970068407674466,0.989751280158063,"not_sig"
"PRMT7",1177.87797385829,-0.0131524819680517,0.35018655472694,-0.0375585007205872,0.970039696185723,0.989751280158063,"not_sig"
"HIST3H2BB",18.1605835875497,-0.0340085638916805,0.923467210641973,-0.0368270399855763,0.970622913877348,0.99014532597013,"not_sig"
"LOC100506233",155.364990710834,-0.0210851676442674,0.571749488830064,-0.0368783323049622,0.970582016308971,0.99014532597013,"not_sig"
"SNAPC5",189.350841026711,-0.014261536963605,0.385884589877449,-0.0369580370341668,0.970518464459964,0.99014532597013,"not_sig"
"ZBTB48",470.486320704122,-0.0109609806074601,0.298629851960469,-0.0367042361488732,0.970720830962375,0.990187982805636,"not_sig"
"PGLYRP2",1.63373933114242,0.138077636091617,3.79863718808176,0.036349256129234,0.971003875155726,0.990362230366863,"not_sig"
"SRPR",4538.12608054695,-0.0112834655600817,0.309883595313685,-0.036411948650137,0.970953886853142,0.990362230366863,"not_sig"
"CLCN1",7.80331178368715,0.0416417182812256,1.16501233347967,0.0357435857840661,0.971486816310297,0.990772172893915,"not_sig"
"MAP1S",1778.11634373516,0.0237409039939964,0.664929629255909,0.035704385771715,0.971518073443342,0.990772172893915,"not_sig"
"RALGAPB",2205.53652203616,0.0107909214828332,0.304418022811015,0.035447708986443,0.971722742325763,0.990923642364786,"not_sig"
"CDK5RAP3",3681.11834562834,-0.0163483357524545,0.463574677453022,-0.0352658083963423,0.971867787309271,0.991014295800372,"not_sig"
"STK31",13.080501646034,-0.0393715520743031,1.12265375406832,-0.0350700756414228,0.972023862906455,0.991116186036911,"not_sig"
"DNMT3A",3292.0456310923,0.0246263151334507,0.711219742766411,0.0346254661571435,0.972378394615435,0.991306524194371,"not_sig"
"IL1A",325.480383287839,0.0806297036923662,2.3236538917145,0.0346995324819541,0.972319333729565,0.991306524194371,"not_sig"
"RBMS3",87.150468386458,-0.0598776970188103,1.73286120755361,-0.0345542370951586,0.972435193195543,0.991306524194371,"not_sig"
"TSEN15",855.445684693997,0.0115524317260665,0.33429190339371,0.0345579166255209,0.972432259107429,0.991306524194371,"not_sig"
"C20orf26",3.17270342151487,-0.0482083360535502,1.40134450794658,-0.0344014878426939,0.972556997048601,0.991373433318383,"not_sig"
"CDC37L1",405.223007210605,0.0154867630244796,0.455865383740244,0.0339722285939222,0.972899296285071,0.991665083127252,"not_sig"
"DCAF6",1496.62026286342,0.0138638587972023,0.410819979924462,0.0337467978060644,0.973079060953214,0.991730597635998,"not_sig"
"NUP93",3930.45151392069,-0.013177084053592,0.389711854353576,-0.0338123767762958,0.973026766349529,0.991730597635998,"not_sig"
"WASH3P",377.990875829278,-0.0153405188895219,0.455475359098372,-0.0336802388605367,0.973132137136422,0.991730597635998,"not_sig"
"RNFT2",274.445847202512,-0.0265267995834016,0.793247621745809,-0.0334407552650715,0.973323109822132,0.991827042624277,"not_sig"
"SCPEP1",1572.08133097245,-0.0200360266523012,0.600355419248249,-0.0333736083824976,0.9733766553952,0.991827042624277,"not_sig"
"TPRX1",0.940117820410829,-0.0702984635460687,2.11235333940804,-0.033279689640261,0.973451550106535,0.991827042624277,"not_sig"
"UTP20",2218.81844074459,0.0124272822042859,0.37285652311837,0.0333299310425115,0.973411485493576,0.991827042624277,"not_sig"
"RNASEK-C17ORF49",6.37876206966066,0.0330747178077271,0.996178609142391,0.0332015940757864,0.973513826936086,0.991833239749591,"not_sig"
"TOMM40L",553.458096367836,0.0109928570842162,0.332120158562509,0.0330990359988861,0.973595611491548,0.991859309831217,"not_sig"
"CCDC147",39.9332371224553,0.0306522015888766,0.949864707396239,0.0322700710429596,0.974256676616752,0.992360938497558,"not_sig"
"GAPDH",223558.748531121,0.0112065918119097,0.346620363186167,0.0323310255314998,0.974208067335707,0.992360938497558,"not_sig"
"GPR89C",1.9588060339445,-0.0606729142264052,1.8723327836334,-0.0324049841762985,0.97414908777907,0.992360938497558,"not_sig"
"ZNF566",206.114241886903,-0.0160583054087451,0.498942499277735,-0.032184681465281,0.974324772271029,0.992373029637236,"not_sig"
"CHST5",11.607312782478,0.0255045780351076,0.801481373567724,0.0318217975816159,0.974614163481329,0.992595321697245,"not_sig"
"HTRA4",6.60661572454083,-0.0348464084702251,1.0979379030226,-0.0317380503708759,0.974680950353099,0.992595321697245,"not_sig"
"PHOSPHO2-KLHL23",1.0550273778631,-0.0671799170012579,2.1200031488354,-0.0316885930278747,0.974720391764706,0.992595321697245,"not_sig"
"TMEM57",801.705914660611,-0.0105942120260102,0.334953224706253,-0.0316289297865428,0.974767972293391,0.992595321697245,"not_sig"
"COX6B1",5835.61403589931,-0.0078874218034495,0.250034990334607,-0.0315452720952945,0.974834688182587,0.992605990909349,"not_sig"
"C9orf16",1176.98759705205,0.0177920704845317,0.567323903826187,0.0313613975447485,0.974981326294001,0.992698033405776,"not_sig"
"ATP6AP2",2680.16960016982,0.00777634192143879,0.252744817634786,0.0307675622954831,0.975454909704511,0.993065648975291,"not_sig"
"DIP2B",2574.20799037949,0.00710613646992487,0.230898560287441,0.0307760103011408,0.975448172361787,0.993065648975291,"not_sig"
"ERLEC1",1009.64210791708,0.0114461618393246,0.377454647603216,0.0303246016760056,0.975808176292486,0.993367995822031,"not_sig"
"CEP170P1",13.7336864714413,-0.0240919159234336,0.803023036298479,-0.0300015252793804,0.976065836722459,0.993572986801512,"not_sig"
"ZNF323",105.701426632735,0.0134548132270287,0.454381684124508,0.0296112578854341,0.976377086757456,0.993832501803293,"not_sig"
"SGMS1",688.26010523912,0.0178567473349897,0.607393370128605,0.0293989829543396,0.976546383940252,0.993947504558299,"not_sig"
"HPD",8.76835407981562,-0.0333665331299875,1.15528631148824,-0.0288816138460126,0.976959009530274,0.994310144055434,"not_sig"
"GALNT6",640.867646753293,0.0160386619342928,0.569942303822459,0.0281408518489074,0.977549811899898,0.994808595136619,"not_sig"
"RNMTL1",682.301561205202,-0.00912076404982624,0.324279864757725,-0.0281262114644105,0.977561488614704,0.994808595136619,"not_sig"
"AGMAT",314.260480744428,-0.0196639462199389,0.703633361660714,-0.0279462960277041,0.977704983956693,0.994897259546592,"not_sig"
"PABPN1",868.909861189548,-0.0113197921936905,0.409249463456777,-0.027659882796367,0.977933420342133,0.995072343424343,"not_sig"
"ADAM21",11.2191995583787,0.0312338800333955,1.14288583276871,0.0273289589719819,0.978197359570822,0.995283530087336,"not_sig"
"C1orf204",1.54154358300927,0.0540032578808059,1.98634358360924,0.0271872692752784,0.978310369600856,0.995341135776753,"not_sig"
"ARPP21",1.24689250464935,0.0828012522691221,3.0728394062582,0.0269461697544257,0.978502668732919,0.995479399569774,"not_sig"
"FEM1A",1438.24962564244,0.00875486881070533,0.330955397294118,0.0264533193363362,0.978895766328355,0.99582191790752,"not_sig"
"MAPKAPK5",1208.73737445945,0.0051153347220136,0.197078211341439,0.0259558613161515,0.979292544145023,0.996168140404568,"not_sig"
"LEFTY1",33.3804923114769,-0.0258584543400609,1.00153474861763,-0.0258188289280547,0.979401843541845,0.996199761703368,"not_sig"
"PAPD7",1397.4244731007,0.00341553183398273,0.13287629259521,0.0257045991220398,0.979492955501431,0.996199761703368,"not_sig"
"UBL4B",1.53852098846679,-0.0515343907142064,2.00216320534827,-0.0257393556012544,0.979465233015673,0.996199761703368,"not_sig"
"FAM154B",9.04973110716929,0.0249000066131154,0.977065657914027,0.025484476310707,0.979668530576408,0.996320919889001,"not_sig"
"PSMA4",5242.23698803359,0.00942192681925321,0.379818330579392,0.0248064036427115,0.98020938326319,0.996813529303716,"not_sig"
"CYBA",3598.3432263996,-0.0271385279306133,1.10588279886965,-0.0245401483397267,0.980421759603976,0.996857195518761,"not_sig"
"KCNE1",2.25192195615179,0.0464483883844874,1.88768480387353,0.0246060085291651,0.980369226638708,0.996857195518761,"not_sig"
"OR2B6",1.82228073558836,-0.0545425053543884,2.2104363925518,-0.0246749942853695,0.980314200676089,0.996857195518761,"not_sig"
"OR2AG2",2.04658205807025,0.0478558838082846,1.99908711601046,0.0239388686090828,0.980901370491266,0.997269376909697,"not_sig"
"SENP3-EIF4A1",14.4749238665011,-0.0192794839416854,0.807002135826224,-0.0238902514451796,0.980940150284944,0.997269376909697,"not_sig"
"HEXIM2",160.43232765499,-0.00942910569392661,0.400263156730484,-0.0235572661020001,0.981205759392871,0.997463696148794,"not_sig"
"TMUB2",863.117807224697,-0.00545389326874353,0.231992400782713,-0.0235089306819654,0.981244314800652,0.997463696148794,"not_sig"
"MYL5",116.303141952125,0.0066943163168645,0.287855186815393,0.0232558474659611,0.981446190796769,0.997554003314885,"not_sig"
"PIGY",1588.6475025342,-0.00490538032760919,0.21085443856103,-0.0232642972141626,0.981439450696684,0.997554003314885,"not_sig"
"IKBIP",729.629220219217,0.0209623044146151,0.907031379893195,0.0231108921690046,0.981561817313127,0.997614077828901,"not_sig"
"TRIM26",2008.63776506855,-0.00608080066714427,0.27330681567694,-0.0222489902130068,0.982249338709192,0.998255359487375,"not_sig"
"TSC22D4",1134.1090001987,0.0109223473549868,0.493832944421426,0.0221174943437268,0.982354231421194,0.998304478614928,"not_sig"
"GNAT2",6.90155111459674,-0.0185843323838018,0.848445998658703,-0.0219039660899827,0.982524561052841,0.998420087660927,"not_sig"
